"id","sentiment"
"10130_8",0.937781
"2199_3",0.153597
"1761_10",0.974353
"2782_1",0.0829817
"7618_10",0.992454
"85_10",0.958297
"5730_3",0.108516
"3641_1",0.155098
"8190_9",0.987761
"9533_10",0.993897
"9508_1",0.00596835
"237_8",0.99636
"3981_7",0.587705
"7194_9",0.847195
"10584_8",0.219154
"248_2",0.00427556
"8358_4",0.000257584
"1218_1",0.223601
"4191_10",0.265586
"3090_8",0.982116
"11923_2",0.0393714
"1640_8",0.977159
"9972_3",0.00816162
"11818_4",0.828
"4350_10",0.986992
"877_10",0.318542
"10017_8",0.948724
"7975_10",0.997762
"8436_1",0.116756
"6024_7",0.280835
"3112_1",0.0873886
"951_10",0.983935
"1622_1",0.0369319
"191_3",0.10548
"5669_1",0.00653621
"1891_4",0.139562
"12173_9",0.626751
"7887_7",0.868496
"3256_10",0.112019
"5419_1",0.14772
"7635_1",0.254453
"8297_2",0.00705619
"7137_8",0.853944
"7562_3",0.592905
"9944_1",0.00738928
"4288_1",0.00905448
"8087_1",0.436863
"4771_10",0.958352
"10482_10",0.97411
"5324_10",0.99424
"3080_1",0.191281
"10923_7",0.703898
"1753_7",0.988458
"317_10",0.885153
"12474_8",0.882032
"773_8",0.997511
"388_1",0.226337
"12141_2",0.191723
"5667_1",0.508857
"1071_9",0.986535
"2897_10",0.973574
"9481_4",0.0479806
"12025_1",0.000988755
"8879_7",0.714109
"5683_1",0.0122214
"7026_1",0.0104339
"2439_1",0.233989
"3631_7",0.623199
"1650_9",0.607781
"5378_7",0.964085
"9745_1",0.00399544
"11563_8",0.958147
"299_8",0.984716
"9471_2",0.301484
"1866_1",0.629635
"2639_4",0.0324681
"5122_1",0.0556794
"12341_7",0.988091
"2936_8",0.996524
"8647_10",0.714127
"4255_9",0.942051
"7262_8",0.203269
"8413_10",0.957104
"10080_1",0.032549
"3973_1",0.574902
"8752_9",0.999787
"4018_2",0.0604344
"7669_1",0.0838366
"10421_4",0.0398311
"7854_8",0.996314
"162_8",0.330637
"11614_9",0.964535
"11343_8",0.975018
"1708_7",0.152529
"7115_4",0.676111
"10498_10",0.42735
"2944_8",0.934226
"10474_3",0.175027
"1263_1",0.167828
"1693_4",0.552149
"9600_9",0.111722
"11173_2",0.135467
"3961_2",0.166569
"8011_1",0.60609
"7386_8",0.834411
"8787_8",0.996273
"12349_9",0.768993
"1776_4",0.254297
"5885_4",0.716978
"220_4",0.046128
"5547_8",0.990392
"2853_1",0.155497
"2157_2",0.0180554
"11667_2",0.109793
"194_7",0.788819
"1633_1",0.00369798
"6897_2",0.0441335
"11568_2",0.102314
"9219_1",0.00897124
"477_8",0.978104
"8980_3",0.339729
"4612_10",0.969386
"8030_10",0.96779
"1846_8",0.998385
"2786_8",0.926018
"2634_1",0.0913248
"3110_8",0.720549
"11587_8",0.951029
"11262_8",0.67413
"5680_7",0.322196
"4583_4",0.0525501
"1451_1",0.138267
"4244_4",0.117379
"6176_4",0.012856
"8851_10",0.975224
"908_9",0.985593
"7494_9",0.410935
"8061_3",0.0426769
"789_1",0.122732
"2374_7",0.974787
"11225_3",0.150116
"4467_4",0.107643
"8516_10",0.316109
"4121_10",0.994341
"10267_7",0.396792
"6040_8",0.926663
"8338_7",0.682752
"2903_7",0.986768
"6662_9",0.965163
"5333_10",0.970567
"7470_4",0.00566314
"8813_1",0.0206681
"4514_3",0.900103
"9584_7",0.560199
"11706_8",0.971353
"11538_8",0.124963
"4210_1",0.0056262
"8984_1",0.0102228
"3431_4",0.0117383
"4973_10",0.983685
"12260_1",0.0111546
"4267_10",0.993952
"9906_9",0.997405
"670_7",0.994111
"6270_3",0.00309553
"5164_4",0.237564
"9741_2",0.105379
"3761_8",0.472001
"2651_2",0.115678
"7448_10",0.965554
"7184_9",0.956168
"1313_9",0.968508
"10654_8",0.956618
"7151_1",0.00479446
"2320_10",0.908215
"12033_7",0.305991
"6429_1",0.0167597
"1420_4",0.809269
"3002_7",0.453345
"1299_1",0.0220634
"7897_9",0.899845
"1529_4",0.138349
"9760_2",0.4336
"11318_1",0.0261272
"2217_3",0.0615534
"11641_2",0.0586897
"7238_10",0.989913
"7710_8",0.924963
"12011_8",0.790576
"4495_7",0.993834
"11144_4",0.887536
"5625_2",0.0429307
"2926_7",0.0341628
"8538_8",0.738397
"8875_10",0.766262
"10881_10",0.98889
"1662_7",0.977334
"4560_9",0.894344
"6714_4",0.00947871
"9059_10",0.960442
"6631_10",0.79042
"8520_1",0.0226728
"918_4",0.57929
"3102_10",0.852042
"3611_2",0.0245055
"8434_10",0.993705
"681_7",0.996171
"7386_4",0.0217515
"7566_9",0.282523
"10110_10",0.94735
"10486_10",0.982924
"1492_3",0.410375
"11823_1",0.669064
"2331_9",0.962012
"2200_2",0.0352222
"9547_1",0.011536
"785_2",0.00966183
"5101_4",0.132811
"5657_10",0.443282
"6902_7",0.836122
"1490_9",0.692626
"7148_9",0.969168
"7387_8",0.943531
"8277_9",0.949803
"6912_7",0.879287
"170_2",0.523193
"7702_10",0.999409
"4393_3",0.153538
"2608_3",0.630896
"4931_8",0.977847
"10589_10",0.77551
"8623_4",0.0135657
"6057_2",0.0774793
"2704_9",0.988266
"1790_2",0.441998
"12370_1",0.00188969
"159_1",0.00378496
"343_9",0.997069
"2128_9",0.950943
"11181_8",0.841355
"11775_10",0.847842
"3514_10",0.985922
"6993_2",0.0489704
"2866_9",0.398447
"1000_9",0.970306
"11772_7",0.390542
"3355_9",0.354668
"8519_8",0.688061
"7879_3",0.0685146
"4332_10",0.913075
"5403_1",0.0242135
"1514_7",0.232569
"7904_1",0.0154044
"10550_2",0.152918
"11442_10",0.955699
"2821_3",0.126291
"5766_1",0.00187623
"8061_9",0.962492
"2166_1",0.00857731
"6206_1",0.00445531
"11124_2",0.00824213
"7625_10",0.666993
"90_9",0.950781
"7959_10",0.989076
"7029_10",0.983195
"779_8",0.996256
"1101_4",0.0286463
"11189_4",0.136046
"9790_4",0.0794092
"10861_1",0.0531934
"5902_2",0.177292
"9545_10",0.398865
"3730_1",0.00224155
"4951_9",0.733743
"3295_1",0.0273352
"9495_2",0.0172181
"2876_1",0.263417
"2796_1",0.0923422
"10338_3",0.164851
"10913_7",0.0322906
"4685_2",0.011855
"11586_1",0.0843813
"4904_7",0.728633
"7110_7",0.313066
"2086_4",0.0467503
"7372_7",0.879558
"135_9",0.960666
"7038_3",0.703159
"1119_2",0.0200558
"5057_8",0.619703
"3479_10",0.981934
"6489_8",0.991143
"4910_8",0.789485
"5979_10",0.776293
"11304_1",0.0987589
"2102_9",0.994522
"8048_1",0.0104341
"12153_7",0.75921
"4832_8",0.846745
"3079_9",0.90622
"8254_2",0.024018
"7981_7",0.962583
"611_1",0.564356
"307_10",0.888489
"8861_3",0.00108341
"4635_4",0.808429
"6197_7",0.931727
"6739_3",0.23493
"8588_9",0.948039
"8461_7",0.126971
"10089_1",0.0308283
"2609_7",0.552626
"1418_3",0.793185
"2661_10",0.761296
"1253_9",0.530402
"8815_9",0.876391
"9867_8",0.97714
"2155_1",0.0421916
"12259_4",0.157961
"11224_3",0.0730107
"4781_1",0.000956504
"4354_9",0.999189
"9629_9",0.788342
"3629_9",0.969013
"6445_10",0.988709
"9526_10",0.995777
"5138_2",0.00978149
"349_10",0.965311
"2099_7",0.395915
"4411_1",0.413947
"8127_3",0.0297895
"5225_8",0.973508
"7970_3",0.118096
"5688_7",0.670309
"12099_3",0.177105
"6020_4",0.123048
"3892_8",0.845441
"2098_8",0.988084
"4851_7",0.99878
"10967_10",0.939837
"6230_4",0.689636
"2211_2",0.0298959
"11978_10",0.913806
"8802_1",0.0116858
"11010_3",0.113403
"10083_2",0.552651
"5588_10",0.281241
"958_10",0.981253
"6771_4",0.957209
"6767_9",0.582681
"7302_10",0.957878
"5324_3",0.00702812
"7737_10",0.996512
"8603_10",0.957685
"3029_7",0.972061
"8640_2",0.0022396
"2139_1",0.00149153
"6305_10",0.996724
"6884_7",0.987353
"5534_8",0.481565
"7619_8",0.907182
"10057_8",0.733856
"972_7",0.973394
"6245_8",0.912945
"6627_7",0.905828
"3621_10",0.307104
"2290_4",0.413297
"24_4",0.354557
"5689_1",0.00409457
"6497_4",0.12298
"12405_4",0.930948
"11720_7",0.923994
"10088_1",0.00247513
"9258_9",0.991214
"354_4",0.971273
"4770_10",0.902317
"1035_3",0.55175
"739_1",0.00896965
"6267_7",0.937033
"1562_8",0.995568
"1438_1",0.11969
"281_8",0.991891
"1818_1",0.825745
"3943_3",0.202913
"8116_4",0.65656
"6984_1",0.0144524
"5330_4",0.00450997
"8821_8",0.996877
"10484_10",0.973303
"1886_4",0.128652
"7943_2",0.462197
"6438_7",0.971551
"8931_10",0.955495
"10538_10",0.675399
"534_10",0.996121
"7329_2",0.119983
"6614_2",0.700581
"710_10",0.907548
"3120_4",0.0829057
"9046_1",0.00769945
"5638_2",0.277883
"2455_4",0.0777209
"2652_3",0.11154
"11006_4",0.750145
"5065_3",0.00227151
"9805_10",0.965912
"7092_8",0.926035
"1735_10",0.865206
"3609_1",0.0158502
"1201_10",0.996739
"11024_9",0.999383
"3807_10",0.982974
"4483_10",0.121413
"4510_7",0.989122
"8037_1",0.125605
"1760_1",0.0189654
"133_8",0.773876
"9039_8",0.952665
"8462_4",0.465136
"2468_10",0.984977
"7684_3",0.0454544
"10350_9",0.994601
"1199_10",0.997456
"8560_1",0.0330723
"6405_3",0.00148955
"1295_1",0.00610788
"6420_1",0.017174
"12183_9",0.696244
"11619_1",0.00266755
"1415_9",0.967543
"9414_1",0.00498656
"7640_4",0.369223
"9211_9",0.960572
"557_9",0.875817
"4501_9",0.985086
"8711_10",0.520727
"2402_1",0.81659
"4586_10",0.799892
"176_3",0.119048
"3545_1",0.139198
"8932_1",0.00406246
"5829_10",0.764555
"3409_10",0.998253
"3636_3",0.230619
"12048_7",0.998275
"10468_10",0.974321
"11546_10",0.942298
"9444_10",0.993079
"6275_1",0.0364228
"152_4",0.847803
"4767_9",0.848045
"6751_1",0.013585
"10245_4",0.195035
"5407_8",0.951682
"1923_1",0.00362178
"515_9",0.784532
"9988_1",0.367036
"5928_8",0.975959
"10163_4",0.224678
"7969_10",0.980565
"1494_4",0.100307
"11211_10",0.977728
"1957_1",0.00308883
"8484_7",0.800128
"848_2",0.00423555
"5177_1",0.036522
"10667_10",0.928822
"3075_1",0.147616
"9443_10",0.776181
"1572_8",0.903854
"11285_8",0.293811
"3125_1",0.552137
"9265_9",0.987607
"4072_1",0.372012
"6390_2",0.494013
"6496_4",0.629763
"8766_2",0.00242156
"7787_10",0.954684
"5897_10",0.997805
"9027_1",0.0275791
"1538_2",0.00140714
"1220_3",0.00127348
"8600_3",0.128205
"11432_2",0.229431
"1424_4",0.258039
"7344_10",0.982049
"10842_1",0.0791094
"10332_10",0.836693
"4340_4",0.315399
"4868_4",0.510215
"11216_9",0.832053
"12027_10",0.370524
"6785_7",0.916968
"8773_8",0.995397
"8119_4",0.224619
"10138_10",0.80964
"7197_2",0.0413381
"1536_3",0.0976992
"9981_7",0.852078
"4753_1",0.074531
"2795_7",0.00388424
"6672_4",0.0521998
"10805_7",0.968664
"5866_1",0.0207171
"570_1",0.000169995
"11965_8",0.794368
"3288_1",0.0728324
"8135_1",0.282922
"10094_9",0.933023
"5845_10",0.991818
"3570_8",0.104883
"1240_1",0.0127426
"231_1",0.0968316
"10628_9",0.886669
"3536_1",0.00445755
"1852_10",0.928823
"8202_7",0.0794235
"5907_7",0.811589
"1759_10",0.983328
"4492_10",0.771617
"4844_7",0.475477
"3189_10",0.929152
"3403_10",0.977783
"5874_2",0.00346781
"7809_10",0.942919
"3632_9",0.993917
"11767_2",0.838028
"9925_3",0.657445
"4218_1",0.860457
"12036_7",0.751209
"8973_2",0.0121609
"2464_10",0.974529
"4094_1",0.0838317
"10592_1",0.00463168
"10648_9",0.979055
"3887_10",0.941935
"9092_8",0.94494
"10666_10",0.968545
"8389_10",0.605537
"5281_10",0.988299
"6946_1",0.00404053
"1132_1",0.00931437
"10052_4",0.0722572
"768_10",0.997096
"5432_3",0.00685327
"7424_3",0.00398385
"2366_2",0.0297281
"2865_3",0.0119781
"7806_2",0.326065
"8878_3",0.0198626
"6298_7",0.995615
"4517_4",0.272813
"12018_10",0.948826
"3662_1",0.00553002
"11393_10",0.972736
"2071_10",0.967505
"8217_8",0.995608
"6568_2",0.175852
"3840_10",0.985665
"1666_3",0.794614
"2360_7",0.965841
"5778_4",0.117073
"5341_4",0.534571
"4044_2",0.00059729
"2503_3",0.00890147
"4095_10",0.913326
"2092_2",0.0145278
"2707_3",0.0177926
"573_10",0.920145
"6441_7",0.663942
"7565_3",0.0592883
"9499_7",0.752787
"657_10",0.998884
"8840_10",0.95671
"1407_4",0.4936
"12453_2",0.216856
"8273_9",0.98634
"8366_7",0.972821
"10643_9",0.49544
"9998_1",0.0144729
"1385_1",0.00345121
"1354_4",0.385715
"4674_7",0.526822
"3515_4",0.431179
"10426_8",0.780668
"10226_3",0.401109
"10391_4",0.0197884
"9968_1",0.0154992
"2893_3",0.00827887
"2546_9",0.916365
"37_1",0.0193363
"1757_10",0.994415
"1569_8",0.990048
"1466_3",0.314181
"7783_1",0.00523117
"9506_10",0.984088
"10835_3",0.0190672
"2917_9",0.739051
"2495_7",0.998041
"1686_10",0.993299
"2414_7",0.744287
"5318_8",0.993309
"8858_8",0.977985
"8112_1",0.203808
"6532_2",0.115916
"2526_10",0.869952
"11089_7",0.987983
"4297_8",0.773411
"3179_9",0.873569
"5832_10",0.982339
"10539_8",0.301137
"9226_10",0.848683
"9878_1",0.333292
"7940_10",0.995845
"7195_10",0.943681
"2979_1",0.669963
"3597_10",0.998494
"2931_8",0.817893
"8571_10",0.318368
"12148_1",0.000274927
"4047_2",0.00291277
"6164_10",0.994061
"2214_8",0.996693
"5903_1",0.0204949
"7931_9",0.67871
"1205_3",0.137679
"5983_10",0.984742
"10424_7",0.594348
"11032_7",0.969701
"1303_10",0.975735
"10390_1",0.00838797
"8349_2",0.0237758
"3605_8",0.827406
"12273_1",0.0148356
"60_1",0.221729
"3879_9",0.970197
"12431_4",0.0475343
"4499_2",0.0300999
"5786_10",0.659244
"5521_4",0.905891
"793_8",0.738814
"7948_3",0.0957317
"9022_2",0.00788645
"11071_1",0.0573102
"4991_3",0.855629
"8226_1",0.214552
"8762_3",0.135362
"6918_4",0.521634
"844_10",0.788494
"11503_8",0.304718
"7406_8",0.963206
"7743_1",0.0770143
"514_3",0.0104495
"10927_9",0.934723
"3731_7",0.994069
"8870_4",0.860204
"11099_10",0.987977
"8456_10",0.985631
"10944_7",0.122658
"7168_3",0.1184
"3378_10",0.454572
"8203_3",0.522191
"5676_1",0.00225447
"5061_9",0.906788
"6238_8",0.615603
"1136_8",0.458149
"6234_3",0.219674
"9510_3",0.893598
"9632_7",0.13536
"4357_1",0.490218
"1176_9",0.959834
"10821_8",0.982593
"4143_4",0.342498
"5074_8",0.910793
"11673_1",0.018059
"11072_2",0.00747062
"1816_4",0.294431
"3974_7",0.766749
"796_4",0.058579
"8540_2",0.0033202
"10959_8",0.902981
"4576_10",0.800748
"7030_1",0.2364
"3340_10",0.953643
"3223_3",0.0622569
"3030_1",0.796697
"4194_1",0.000284691
"11322_1",0.0727809
"1785_1",0.0542651
"7109_2",0.0233399
"4120_1",0.014769
"3024_7",0.888682
"589_2",0.0473478
"2480_10",0.797705
"4878_1",0.0239939
"571_1",0.586396
"12156_8",0.992941
"7547_9",0.984761
"6577_10",0.999364
"7101_3",0.0756281
"1731_3",0.366765
"10424_1",0.0191497
"9056_10",0.996322
"11959_3",0.0181209
"6952_4",0.0480488
"8709_10",0.824035
"4716_10",0.997547
"2393_10",0.999441
"4007_7",0.611995
"1196_2",0.206604
"8483_1",0.0323352
"1840_3",0.503935
"6108_1",0.0665036
"4621_8",0.889775
"11332_4",0.963889
"8800_10",0.8118
